nest_number,year,post_number,location_description,discovery_date,eggs_at_discovery,total_eggs,nest_fate,failure_cause,expected_hatch_date,actual_hatch_date,eggs_hatched,chicks_fledged,longitude,latitude,notes1,notes2,notes3
735,2014,Delta 34,N side between 29 and 23,6/22/14,3,3,hatched,,7/22/14,7/20/14,3,1,-119.876307,34.414657,,,
736,2014,586,in rocks- see stick,6/28/14,3,3,hatched,,7/28/14,7/17/14,2,2,-119.883471,34.412682,,,
737,2014,Delta35,upper east side by brick,7/4/14,3,3,hatched,,8/3/14,7/10/14,3,2,-119.8746,34.416234,,,
739,2014,225,beyond tidal opening,7/5/14,unconfirmed,unconfirmed,predator - raccoon,raccoon,8/4/14,.,0,0,-119.880903,34.410009,,,
740,2014,260,before rumpled area,7/5/14,unconfirmed,unconfirmed,failed - unknown cause,,8/4/14,.,0,0,-119.88132,34.41015,,,
741,2014,275,30fff,7/5/14,unconfirmed,unconfirmed,failed - unknown cause,,8/4/14,.,0,0,-119.881432,34.410243,,,
742,2014,295,by white rock,7/5/14,unconfirmed,3,hatched,,8/4/14,8/4/14,3,2,-119.881359,34.410499,,,
743,2014,695,west 8fff stick,7/19/14,3,3,abandoned,abandoned,8/16/14,.,0,0,-119.884149,34.413504,,,
744,2015,185,in dune break,3/21/15,1,1,wind,wind,4/20/15,.,0,0,-119.8804,34.408829,1 egg buried by wind,,
745,2015,622,.,3/21/15,2,3,hatched,,4/19/15,4/18/15,2,.,-119.883442,34.412616,disappeared a few days before fledge date. Maybe red-tailed hawk or raven.,,
746,2015,205,12 ff,3/25/15,1,unconfirmed,hatched,,4/24/15,4/28/15,2,2,-119.881125,34.40966,,,
747,2015,750,12 ff,3/25/15,3,3,hatched,,4/22/15,4/12/15,3,2,-119.884141,34.413523,1 chick lost to RT hawk predation (Pat observation 5/2/15),,
748,2015,423,35 fff,3/27/15,1,unconfirmed,predator - skunk,skunk,4/26/15,.,0,0,-119.882302,34.411245,nest moved from 6fff to 35fff,,
749,2015,196,3 fff,3/29/15,1,unconfirmed,hatched,,4/28/15,5/5/15,1,.,-119.881131,34.409563,,,
750,2015,648,5 ff,3/29/15,1,unconfirmed,predator - skunk,skunk,4/28/15,.,0,0,-119.883649,34.412806,,,
751,2015,397,50 fff,4/1/15,1,unconfirmed,predator - skunk,,5/1/15,.,0,0,-119.882156,34.411056,,,
752,2015,293,50 fff,4/1/15,3,3,predator - skunk,skunk,4/29/15,.,0,0,-119.881496,34.410344,,,
753,2015,122,10 fff,4/2/15,2,3,tide,tide,5/1/15,.,0,0,-119.880659,34.409059,lost 1 egg tide: 1 infertile egg,,
754,2015,147,8 ff,4/7/15,1,3,hatched,,5/7/15,5/12/15,2,1,-119.880824,34.409231,"lost 1 egg tide, but laid another egg 4/22/2015",,
755,2015,328,50 ff,4/9/15,3,3,predator - skunk,skunk,5/7/15,.,0,0,-119.881676,34.410607,,,
756,2015,490,2 ff,4/10/15,1,unconfirmed,tide,tide,5/10/15,.,0,0,-119.882833,34.411654,lost 2 eggs tide: 1 egg nearby but parents not minding it,,
757,2015,597,5 ff,4/10/15,1,2,tide,tide,5/10/15,.,0,0,-119.883383,34.412424,lost 2 eggs tide,,
758,2015,337,80 ff,4/12/15,2,unconfirmed,predator - skunk,skunk,5/11/15,.,0,0,-119.881582,34.410739,,,
759,2015,374,50 ff,4/12/15,2,unconfirmed,predator - skunk,skunk,5/11/15,.,0,0,-119.881985,34.410896,,,
760,2015,373,80 ff ,4/12/15,2,unconfirmed,predator - skunk,skunk,5/11/15,.,0,0,-119.881811,34.410973,,,
761,2015,87,4 ff,4/15/15,1,3,tide,tide,5/15/15,.,0,0,-119.880487,34.408785,"lost 2 eggs tide: 1 dead embryo, 1 hatched in captivity, fledged, and was released 7/14/2015",,
762,2015,248,90 ff,4/19/15,1,unconfirmed,predator - skunk,skunk,.,.,0,0,-119.881172,34.410104,,,
763,2015,307,70 ff,4/22/15,3,3,hatched,,5/20/15,5/22/15,3,.,-119.881565,34.410476,,,
764,2015,283,40 ff,4/22/15,3,3,hatched,,5/20/15,5/19/15,2,.,-119.881537,34.410217,"1 egg abandoned after other 2 hatched: 1 egg hatched in captivity 5/20/2015, died on 5/28/2015 - caught in duster, was unable to thermoregulate",,
765,2015,378,50 ff,4/24/15,2,2,abandoned,abandoned,5/23/15,.,.,.,-119.881978,34.410952,2 eggs abandoned: 2 infertile eggs,,
766,2015,267,N of water.,4/29/15,1,3,hatched,,5/29/15,6/5/15,3,2,-119.880847,34.410489,,,
767,2015,814,3 fff,4/29/15,1,3,predator - skunk,skunk,5/29/15,.,0,0,-119.884638,34.41391,,,
768,2015,472,3fff,5/2/15,2,unconfirmed,tide,tide,5/31/15,.,0,0,-119.8827,34.411522,,,
769,2015,657,15 fff,5/2/15,1,3,hatched,,6/1/15,6/3/15,2,2,-119.883649,34.41287,1 egg abandoned after other 2 hatched: 1 infertile egg,,
770,2015,433,10 fff,5/2/15,1,3,predator - unknown,unknown,6/1/15,.,0,0,-119.882456,34.411282,,,
771,2015,256,60 fff,5/7/15,2,3,hatched,,6/5/15,6/6/15,3,1,-119.881305,34.410111,,,
772,2015,570,bonus nest,5/5/15,?,unconfirmed,hatched,,?,?,1,.,-119.883107,34.41233,,,
773,2015,749,3 fff,5/7/15,3,3,predator - unknown,unknown,6/4/15,.,0,0,-119.884195,34.41347,,,
774,2015,297,25 fff,5/9/15,1,unconfirmed,predator - skunk,skunk,6/8/15,.,0,0,-119.881601,34.410331,,,
775,2015,303,20 fff,5/9/15,3,3,predator - skunk,skunk,6/6/15,.,0,0,-119.881671,34.410356,,,
776,2015,344,30 fff,5/9/15,3,3,hatched,,6/6/15,6/5/15,3,2,-119.881804,34.410681,,,
777,2015,362,6 fff,5/9/15,3,3,hatched,,6/6/15,6/6/15,3,.,-119.882071,34.410735,,,
778,2015,379,60 fff,5/9/15,3,3,hatched,,6/6/15,6/6/15,2,.,-119.881958,34.410984,1 chick not seen until 6/13; 2 chicks not seen until 6/16; so unsure of hatch #,,
779,2015,402,12 fff,5/9/15,3,3,hatched,,6/6/15,6/5/15,2,2,-119.882275,34.411029,,,
780,2015,367,30 fff,5/12/15,3,3,predator - skunk,skunk,6/9/15,.,0,0,-119.882005,34.410846,,,
781,2015,721,8 fff,5/16/15,2,unconfirmed,predator - skunk,skunk,6/14/15,.,0,0,-119.884022,34.413316,,,
782,2015,128,dune base,5/16/15,3,3,hatched,,6/13/15,6/12/15,1,1,-119.880592,34.409174,2 eggs abandoned after 1 hatched: 2 infertile eggs,,
783,2015,333,40 fff,5/19/15,3,3,unknown fate,,6/16/15,.,.,0,-119.88173,34.410609,,,
784,2015,327,80 fff,5/16/15,3,3,hatched,,6/13/15,6/11/15,3,2,-119.881472,34.410671,,,
785,2015,423,10 fff,5/23/15,1,3,hatched,,6/22/15,6/24/15,3,3,-119.882386,34.411179,,,
786,2015,287,15 fff (was 4 fff),5/23/15,2,unconfirmed,unknown fate,,6/21/15,.,.,0,-119.881612,34.410224,tide washed out nest on 6/4/2015 -tide moved nest to 15fff but 1 egg lost,,
787,2015,303,70 fff,5/27/15,3,3,predator - unknown,unknown,6/24/15,.,0,0,-119.881551,34.410446,,,
788,2015,813,20 fff,5/28/15,2,3,hatched,,6/26/15,6/27/15,3,2,-119.884596,34.413969,,,
789,2015,278,20 fff,5/30/15,3,3,hatched,,6/27/15,7/2/15,1,.,-119.881566,34.410183,,,
790,2015,752,15 fff,5/30/15,2,3,hatched,,6/28/15,6/26/15,3,1,-119.884132,34.413563,,,
791,2015,386,12 fff,6/2/15,2,2,hatched,,7/1/15,6/27/15,2,1,-119.8822,34.410931,,,
792,2015,297,15 fff,6/6/15,3,3,hatched,,7/4/15,7/4/15,3,2,-119.881659,34.410306,,,
793,2015,277,50 fff,6/8/15,?,unconfirmed,hatched,,7/6/15,7/6/15,2,2,-119.881407,34.410226,,,
794,2015,50,dunes,5/25/15,3,3,hatched,,6/25/15,6/25/15,2,2,-119.879832,34.408568,,,
795,2015,210,12 fff,6/13/15,2,3,hatched,,7/12/15,7/11/15,3,1,-119.881168,34.409689,,,
796,2015,Delta 1,E. of creeklet,6/19/15,3,3,hatched,,7/17/15,7/17/15,3,3,-119.875694,34.416367,,,
797,2015,221,10 fff,6/21/15,3,3,hatched,,7/19/15,7/16/15,3,1,-119.881226,34.409766,,,
798,2015,301,70 fff,6/21/15,?,unconfirmed,hatched,,7/19/15,7/10/15,2,.,-119.881532,34.410419,,,
799,2015,380,60 fff,6/22/15,?,3,hatched,,7/20/15,7/22/15,3,3,-119.881972,34.410991,,,
800,2015,594,4 fff,6/25/15,3,3,hatched,,7/23/15,7/17/15,3,2,-119.883366,34.412407,,,
801,2015,143,dune base,6/25/15,3,3,unknown fate,,7/23/15,.,.,0,-119.880741,34.409259,predation? Eggs gone but no tracks,,
802,2015,440,bonus nest,6/13/15,?,unconfirmed,hatched,,6/13/15,6/13/15,2,2,-119.882325,34.411392,,,
802,2015,440,bonus nest,6/13/15,?,unconfirmed,hatched,,6/13/15,6/13/15,2,2,-119.882325,34.411392,,,
804,2015,575,bonus nest,5/31/15,?,unconfirmed,hatched,,6/28/15,6/28/15,2,1,-119.883128,34.412382,,,
805,2015,377,10 fff,7/4/15,3,3,predator - skunk,skunk,8/1/15,.,0,0,-119.88213,34.410861,,,
806,2016,707,12 fff,4/6/16,3,3,hatched,,5/4/16,4/29/16,2,1,-119.884267,34.41365,,,
807,2016,396,3 fff,4/16/16,3,3,tide,tide,5/14/16,.,0,0,-119.882381,34.41125,,,
808,2016,335,75 fff      (ON plank),4/18/16,3,3,predator - skunk,skunk,5/16/16,.,0,0,-119.881826,34.410911,,,
809,2016,311,75 fff ( in front of plant area),4/23/16,unconfirmed,2,abandoned,abandoned,5/21/16,.,0,0,-119.881639,34.410715,,,
810,2016,734,15 fff (base of dunes betw rocks),4/23/16,3,3,predator - skunk,skunk,5/21/16,.,0,0,-119.884317,34.413917,,,
811,2016,204,80 fff,4/23/16,unconfirmed,3,hatched,,5/21/16,5/22/16,2,2,-119.880733,34.409983,,,
812,2016,287,80 fff (front of plants by large rounded light rock),4/23/16,3,3,predator - skunk,skunk,5/21/16,.,0,0,-119.881369,34.410629,,,
813,2016,360,15 fff (in line w/ planks),4/23/16,unconfirmed,3,hatched,,5/21/16,5/27/16,3,2,-119.88205,34.41105,,,
814,2016,223,100 fff ,4/30/16,3,3,hatched,,5/28/16,5/27/16,3,3,-119.880817,34.4103,,,
815,2016,268,80 fff ,4/30/16,3,3,predator - skunk,skunk,5/28/16,.,0,0,-119.881292,34.410391,,,
816,2016,303,70 fff,4/30/16,3,3,predator - skunk,skunk,5/28/16,.,0,0,-119.881524,34.410676,,,
817,2016,260,120 fff,5/5/16,3,3,predator - skunk,skunk,6/2/16,.,0,0,-119.881163,34.410408,,,
818,2016,690,15 fff,5/8/16,2,2,abandoned,abandoned,6/6/16,"not on nest for 5 days, put 2 eggs in incubator",0,0,-119.88415,34.413567,,,
819,2016,572,15 fff,5/8/16,1,3,hatched,,6/7/16,6/10/16,3,3,-119.883383,34.41255,,,
820,2016,437,10 fff,5/13/16,1,3,hatched,,6/12/16,6/13/16,3,0,-119.882633,34.411583,,,
821,2016,254,120 fff (in loop of red rope),5/13/16,3,3,hatched,,6/10/16,6/7/16,3,3,-119.881033,34.410567,,,
822,2016,233,80 fff,5/16/16,1,3,hatched,,6/15/16,6/16/16,2,2,-119.880983,34.410283,,,
823,2016,261,110 fff,5/22/16,3,3,hatched,,6/19/16,6/19/16,3,2,-119.8812,34.410467,,,
824,2016,277,80 fff,5/22/16,3,3,hatched,,6/19/16,6/19/16,3,2,-119.881383,34.410533,,,
825,2016,323,80 fff,5/22/16,2,unconfirmed,hatched,,6/20/16,6/16/16,2,1,-119.88175,34.410817,,,
826,2016,343,10 fff,5/22/16,3,3,hatched,,6/19/16,6/19/16,3,2,-119.881983,34.410867,,,
827,2016,349,25 fff,5/22/16,3,3,hatched,,6/19/16,6/15/16,3,2,-119.881983,34.410967,,,
828,2016,722,15 fff,5/22/16,2,unconfirmed,hatched,,6/20/16,6/19/16,2,2,-119.884367,34.413767,,,
829,2016,731,15 fff,5/22/16,2,unconfirmed,hatched,,6/20/16,6/19/16,2,2,-119.88445,34.4138,,,
830,2016,200,back dunes,4/25/16,3,3,hatched,,5/23/16,5/23/16,3,3,-119.880383,34.410167,,,
831,2016,Delta,"NW part of Delta, next to palm frond",5/23/16,3,3,predator - raccoon,raccoon,6/20/16,.,0,0,-119.874917,34.41695,,,
832,2016,751,20 fff,5/28/16,2,3,hatched,,6/26/16,6/23/16,3,3,-119.8846,34.413983,,,
833,2016,686,15 fff,6/5/16,3,3,hatched,,7/3/16,7/1/16,3,3,-119.884133,34.413517,,,
834,2016,210,80 fff,6/10/16,unconfirmed,unconfirmed,hatched,,7/8/16,6/25/16,2,1,-119.880833,34.410067,,,
835,2016,658,10 fff,6/10/16,2,3,hatched,,7/9/16,7/9/16,2,1,-119.883967,34.413267,,,
836,2016,186,30 fff,6/22/16,3,3,hatched,,7/20/16,7/18/16,2,2,-119.88085,34.409667,,,
837,2016,212,80 fff,6/23/16,3,3,predator - gull,gull,7/21/16,.,0,0,-119.88085,34.410133,,,
838,2016,204,80 fff,6/25/16,3,3,hatched,,7/23/16,7/7/16,3,1,-119.88075,34.41,,,
839,2016,358,in line w/ logs,6/25/16,3,3,hatched,,7/23/16,7/15/16,3,2,-119.882033,34.41105,,,
840,2016,200,95 fff,6/29/16,3,3,predator - gull,gull,7/27/16,.,0,0,-119.8806,34.41005,,,
841,2016,546,5 fff,6/29/16,3,3,tide,tide,7/29/16,.,0,0,-119.883317,34.41235,,,
842,2016,150,120 fff,7/3/16,1,unconfirmed,hatched,,8/2/16,7/31/16,1,0,-119.880217,34.410017,,,
843,2016,202,100 fff ,7/3/16,3,3,hatched,,7/31/16,7/24/16,3,0,-119.880587,34.410058,,,
844,2016,266,80 fff,7/3/16,3,3,dog,dog,7/31/16,.,0,0,-119.881317,34.410417,,,
845,2016,Delta,"NW part of Delta, W of creeklet",7/3/16,2,unconfirmed,hatched,,8/1/16,7/29/16,2,2,-119.875983,34.416117,,,
846,2016,700??,bonus nest,6/7/16,unconfirmed,3,hatched,,7/5/16,7/5/16,3,0,-119.883533,34.4131,,,
847,2016,100,bonus nest,6/17/16,N/A,3,hatched,,7/15/16,7/15/16,3,1,-119.880317,34.40915,,,
848,2016,565,bonus nest,N/A,unconfirmed,unconfirmed,hatched,,,7/27/16,2,1,-119.883217,34.4126,,,
849,2017,800,10 ft east of big black pipe,3/24/17,3,3,tide,tide,4/21/17,.,0,0,-119.88443,34.413866,,,
850,2017,338,W. side of slough mouth near back veg.,3/30/17,3,3,predator - skunk,skunk,4/27/17,.,0,0,-119.881764,34.411097,,,
851,2017,451,on dune slope,4/2/17,1,3,tide,tide,5/2/17,.,0,0,-119.882777,34.411821,,,
852,2017,310,10 ft in front of tire,4/5/17,2,3,hatched,,5/4/17,5/7/17,3,0,-119.881451,34.410971,,,
853,2017,695,10 ft back from fence,4/5/17,1,2,wind,wind,5/5/17,.,0,0,-119.884243,34.413673,,,
854,2017,197,~80 fff,4/7/17,3,3,predator - unknown,unknown,5/5/17,.,0,0,-119.880898,34.410043,,,
855,2017,686,below cut logs on dune slope,4/8/17,3,3,hatched,,5/6/17,5/6/17,3,1,-119.884112,34.413546,,,
856,2017,607,~ 15 fff,4/10/17,1,3,wind,wind,5/10/17,.,0,0,-119.883679,34.412892,,,
857,2017,165,~ 25 fff,4/12/17,2,3,hatched,,5/11/17,5/12/17,3,2,-119.880836,34.409637,,,
858,2017,532,~ 10 fff,4/16/17,2,unconfirmed,tide,,5/15/17,.,0,0,-119.883271,34.412344,,,
859,2017,730,4 fff - dune face,4/16/17,1,2,predator - unknown,unknown,5/16/17,.,0,0,-119.884402,34.413812,,,
860,2017,223,60 fff,4/18/17,3,3,tide,tide,5/16/17,.,0,0,-119.881018,34.410148,,,
861,2017,226,80 fff,4/26/17,1,1,tide,tide,5/26/17,.,0,0,-119.880976,34.410244,,,
862,2017,275,100 fff - N. of slough,4/26/17,3,3,abandoned,abandoned,5/24/17,.,0,0,-119.881007,34.410761,,,
863,2017,197,80 fff,4/26/17,3,3,wind,wind,5/24/17,.,0,0,-119.880765,34.410067,,,
864,2017,590,20 fff,5/1/17,2,3,hatched,,5/30/17,5/30/17,3,3,-119.883595,34.412799,,,
865,2017,323,80 fff,5/5/17,3,3,hatched,,6/2/17,5/30/17,3,3,-119.881593,34.410995,,,
866,2017,337,70 fff - right angle stick,5/5/17,3,3,hatched,,6/2/17,5/30/17,3,2,-119.881698,34.411108,,,
867,2017,183,"by decoy, behind dunes",5/7/17,3,3,hatched,,6/4/17,6/5/17,3,2,-119.880735,34.409835,,,
868,2017,302,100 fff - Left of hooked stick,5/7/17,?,3,hatched,,6/4/17,6/5/17,3,3,-119.881256,34.410958,,,
869,2017,661,10 fff,5/7/17,3,3,hatched,,6/4/17,6/5/17,2,0,-119.883933,34.413258,,,
870,2017,633,5 fff,5/7/17,2,3,hatched,,6/5/17,6/5/17,3,1,-119.883883,34.413082,,,
871,2017,255,100 fff - N. of slough,5/9/17,3,3,hatched,,6/6/17,6/5/17,3,2,-119.8809,34.410703,,,
872,2017,51,10 fff,5/11/17,3,3,hatched,,6/8/17,6/6/17,3,3,-119.880139,34.408594,,,
873,2017,611,20 fff,5/11/17,3,3,hatched,,6/8/17,6/7/17,2,0,-119.883673,34.412936,,,
874,2017,607,15 fff,5/11/17,3,3,hatched,,6/8/17,6/5/17,3,0,-119.883668,34.412896,,,
875,2017,450,15 fff,5/15/17,2,2,hatched,,6/13/17,6/7/17,1,0,-119.882743,34.411758,,,
876,2017,770,15 fff,5/15/17,3,3,hatched,,6/12/17,6/5/17,2,2,-119.88457,34.413977,,,
877,2017,321,30 fff,5/17/17,2,3,hatched,,6/15/17,6/15/17,3,1,-119.881875,34.410823,,,
878,2017,366,20 fff,5/17/17,2,3,tide,tide,6/15/17,.,0,0,-119.882234,34.411154,,,
879,2017,543,30 fff,5/17/17,3,3,hatched,,6/14/17,6/7/17,2,1,-119.88323,34.412463,,,
880,2017,773,2 fff,5/17/17,3,3,hatched,,6/14/17,6/12/17,3,1,-119.884633,34.413951,,,
881,2017,231,75 fff,5/20/17,3,3,hatched,,6/17/17,6/15/17,3,3,-119.880988,34.410169,,,
882,2017,223,80 fff,5/30/17,3,3,hatched,,6/27/17,6/23/17,3,3,-119.880998,34.410196,,,
883,2017,238,75 fff,5/30/17,2,2,hatched,,6/27/17,6/30/17,2,0,-119.881123,34.41031,,,
884,2017,687,4 fff,6/10/17,3,3,hatched,,7/8/17,7/10/17,1,1,-119.884146,34.413396,,,
885,2017,203,80 fff,6/10/17,?,2,hatched,,7/8/17,7/12/17,2,0,-119.880878,34.410165,,,
886,2017,442,10 fff,6/19/17,2,unconfirmed,tide,tide,7/18/17,.,0,0,-119.882722,34.411651,,,
887,2017,149,15 fff,6/19/17,3,3,hatched,,7/17/17,7/20/17,2,1,-119.880819,34.409449,,,
888,2017,51,10 fff,6/21/17,2,3,hatched,,7/19/17,7/17/17,3,3,-119.880133,34.408601,,,
889,2017,255,70 fff,6/21/17,?,?,tide,tide,7/19/17,.,0,0,-119.881312,34.410372,,,
890,2017,604,15 fff,6/24/17,2,3,hatched,,7/23/17,7/24/17,3,3,-119.883671,34.412854,,,
891,2017,550,25 fff,6/26/17,3,3,hatched,,7/24/17,7/24/17,3,2,-119.883298,34.412511,,,
892,2017,228,75 fff,6/26/17,2,unconfirmed,predator - skunk,skunk,7/24/17,.,0,0,-119.881089,34.410215,,,
893,2017,225,bonus nest,6/28/17,unconfirmed,3,hatched,,N/A,6/28/17,3,3,N/A,N/A,nest was never seen - new brood was observed after hatching,,
894,2017,374,25 fff ,7/3/17,2,unconfirmed,predator - skunk,skunk,8/1/17,.,0,0,-119.882279,34.411219,,,
895,2017,425,5 fff,7/3/17,3,3,hatched,,7/31/17,7/28/17,2,2,-119.88267,34.411544,,,
896,2017,655,5 fff,7/3/17,2,2,hatched,,8/1/17,7/31/17,1,0,-119.883913,34.413274,,,
897,2017,647,4 fff,7/5/17,2,2,predator - skunk,skunk,8/3/17,.,0,0,-119.883922,34.413151,,,
898,2017,544,30 fff,7/11/17,2,unconfirmed,hatched,,8/9/17,7/24/17,2,1,-119.883229,34.412464,,,
899,2017,275,bonus nest,7/11/17,unconfirmed,3,hatched,,N/A,7/10/17,3,2,N/A,N/A,nest was never seen - new brood was observed after hatching,,
900,2017,470,bonus nest,7/13/17,unconfirmed,unconfirmed,hatched,,N/A,7/12/17,2,2,N/A,N/A,nest was never seen - new brood was observed after hatching,,
901,2018,455,west side,3/16/18,2,3,hatched,,4/14/18,4/16/18,2,2,-119.882731,34.411606,,,
902,2018,688,10 fff,3/28/18,1,3,wind,wind,4/27/18,.,0,0,-119.884205,34.413305,eggs buried and brought to SB ZOO on 4/20/2018,,
903,2018,323,30 fff,3/30/18,1,3,hatched,,4/29/18,5/6/18,2,2,-119.881859,34.41059,,,
904,2018,227,20 fff,4/2/18,3,3,hatched,,4/30/18,4/29/18,3,2,-119.881138,34.409699,,,
905,2018,528,25 fff,4/2/18,3,3,hatched,,4/30/18,4/29/18,3,3,-119.883166,34.412186,,,
906,2018,194,30 fff,4/4/18,3,3,hatched,,5/2/18,5/2/18,3,3,-119.880868,34.409549,,,
907,2018,653,30 fff,4/6/18,1,3,hatched,,5/6/18,5/9/18,3,2,-119.883936,34.413116,,*approximate coordinates from map,
908,2018,439,30 fff,4/6/18,2,4,hatched,,5/5/18,5/4/18,2,2,-119.882502,34.411455,,,
909,2018,375,20 fff,4/6/18,1,3,hatched,,5/6/18,5/18/18,4,2,-119.882079,34.410774,,,
910,2018,334,25 fff,4/6/18,2,3,hatched,,5/5/18,5/4/18,3,2,-119.881795,34.410573,,,
911,2018,130,20 fff,4/9/18,1,3,hatched,,5/9/18,5/11/18,3,3,-119.880603,34.408955,,,
912,2018,69,7 fff,4/17/18,3,3,hatched,,5/15/18,5/11/18,3,1,-119.880225,34.408654,,,
913,2018,298,100 fff,4/17/18,3,3,hatched,,5/15/18,5/21/18,2,2,-119.881111,34.410523,,,
914,2018,357,30 fff,4/17/18,3,3,hatched,,5/15/18,5/9/18,2,2,-119.881905,34.410709,,,
915,2018,663,35 fff,4/17/18,3,3,hatched,,5/15/18,5/11/18,3,1,-119.883962,34.413191,,,
916,2018,470,20 fff,4/20/18,3,3,hatched,,5/18/18,5/18/18,3,2,-119.882832,34.411641,,,
917,2018,234,30 fff,4/23/18,3,3,hatched,,5/21/18,5/21/18,3,3,-119.881059,34.409781,,,
918,2018,242,40 fff,4/25/18,2,3,hatched,,5/24/18,5/25/18,3,0,-119.881022,34.409848,,,
919,2018,605,30 fff,4/25/18,3,3,hatched,,5/23/18,5/21/18,3,2,-119.8836,34.412761,,,
920,2018,268,40 fff,4/25/18,2,unconfirmed,unknown fate,,5/24/18,.,0,0,-119.881308,34.41015,"eggs gone 2 days before hatch date, no chicks observed, no predator tracks",,
921,2018,412,30 fff,4/27/18,3,3,hatched,,5/25/18,5/25/18,3,3,-119.882419,34.411215,,,
922,2018,312,80 fff,4/30/18,3,3,hatched,,5/28/18,5/21/18,2,0,-119.881442,34.41049,*approximate coordinates from map,,
923,2018,706,35 fff,4/30/18,2,unconfirmed,predator - unknown,,5/29/18,.,0,0,-119.884224,34.413469,,,
924,2018,734,35 fff,4/30/18,3,3,hatched,,5/28/18,5/29/18,3,0,-119.884419,34.413737,,,
925,2018,258,85 fff,4/30/18,3,3,hatched,,5/28/18,5/29/18,3,3,-119.880993,34.410097,*approximate coordinates from map,,
926,2018,259,30 fff,4/30/18,2,3,hatched,,5/29/18,5/30/18,3,0,-119.881295,34.410015,*approximate coordinates from map,,
927,2018,274,100 fff,5/2/18,3,3,hatched,,5/30/18,5/30/18,3,2,-119.881067,34.410251,*approximate coordinates from map,,
928,2018,210,30 fff,5/4/18,3,3,hatched,,6/1/18,5/29/18,3,2,-119.880966,34.409622,,,
929,2018,574,30 fff,5/4/18,3,3,hatched,,6/1/18,5/30/18,3,0,-119.883407,34.412532,,,
930,2018,687,35 fff,5/4/18,2,3,hatched,,6/2/18,5/30/18,3,1,-119.883906,34.413262,,,
931,2018,332,50 fff,5/7/18,3,3,predator - gull,gull,6/4/18,.,0,0,-119.881686,34.410595,2 eggs abandoned (other 1 predated - Gull) and brought to SB Zoo on 6/6/2018,,
932,2018,229,125 fff,5/7/18,2,3,hatched,,6/5/18,5/30/18,3,2,-119.88071,34.410046,,,
933,2018,637,35 fff,5/9/18,3,3,hatched,,6/6/18,5/30/18,3,0,-119.883743,34.412959,,,
934,2018,304,30 fff,5/11/18,2,2,hatched,,6/9/18,0,0,0,-119.881569,34.410331,2 eggs abandoned and brought to SB Zoo on 5/21/2018,,
935,2018,305,60 fff,5/11/18,3,3,hatched,,6/8/18,6/5/18,3,2,-119.881459,34.410375,,,
936,2018,289,10 fff,5/14/18,3,3,hatched,,6/11/18,6/7/18,3,2,-119.881578,34.410181,,,
937,2018,454,15 fff,5/16/18,2,3,tide,tide,6/14/18,.,0,0,-119.882636,34.411536,,,
938,2018,433,20 fff,5/21/18,3,3,abandoned,,6/18/18,.,0,0,-119.882485,34.411363,3 eggs abandoned and brought to SB Zoo on 6/4/2018,,
939,2018,331,30 fff,5/21/18,2,unconfirmed,tide,tide,6/19/18,.,0,0,-119.881905,34.410632,found and collected 1 egg and transferred to zoo 6/14,,
940,2018,Delta,"W beach, directly between N outlook and pond trail, between shore and small veg patch",5/22/18,.,3,hatched,,6/19/18,6/4/18,3,2,-119.876515,34.41538998,,*approximate coordinates from map,
941,2018,Delta,"W beach, between N outlook and big euc",5/22/18,.,unconfirmed,hatched,,6/19/18,6/4/18,2,2,-119.8763846,34.41513119,,*approximate coordinates from map,
942,2018,717,35 fff,5/25/18,3,3,hatched,,6/22/18,6/17/18,3,1,-119.884273,34.4136,,,
943,2018,90,12 fff,5/30/18,3,3,predator - skunk,skunk,6/27/18,.,0,0,-119.880374,34.408769,,,
944,2018,525,25 fff,5/30/18,3,3,predator - unknown,unknown,6/27/18,.,0,0,-119.883118,34.41212,1 egg abandoned (other 2 predated -uknown predator) and brought to SB Zoo on 6/4/2018,,
945,2018,301,35 fff,5/30/17,3,3,hatched,,6/27/17,.,0,0,-119.881362,34.410265,,,
946,2018,294,45 fff,5/30/18,3,3,hatched,,6/27/18,.,0,0,-119.881537,34.410313,found and collected 2 eggs and transferred to zoo 6/13,,
947,2018,231,85 fff,5/30/18,3,3,hatched,,6/27/18,6/17/18,3,0,-119.880833,34.409947,,,
948,2018,326,55 fff,6/1/18,2,unconfirmed,unknown fate,,6/30/18,.,0,0,-119.881676,34.410544,"eggs gone 3 days before hatch date, no chicks observed, no predator tracks",*approximate coordinates from map,
949,2018,225,30 fff,6/1/18,2,unconfirmed,predator - skunk,skunk,6/30/18,.,0,0,-119.881063,34.409737,,,
950,2018,703,25 fff,6/4/18,2,3,unknown fate,,7/3/18,,.,0,-119.884246,34.413496,"disappeared on hacth date, with no chicks ever observed",,
951,2018,654,25 fff,6/4/18,2,unconfirmed,hatched,,7/3/18,7/3/18,2,0,-119.883973,34.413121,,,
952,2018,354,20 fff,6/4/18,3,3,tide,tide,7/2/18,.,0,0,-119.881938,34.410636,found and collected 1 egg and transferred to zoo 6/13,,
953,2018,84,20 fff,6/6/18,3,3,predator - skunk,skunk,7/4/18,.,0,0,-119.880294,34.408816,,,
954,2018,438,20 fff,6/6/18,3,3,tide,tide,7/4/18,.,0,0,-119.882534,34.411419,found and collected 1 egg and transferred to zoo 6/14,,
